id,regulated_entity_name,regulated_entity_rn_number,city_county,type_of_air_emissions_event,based_on_the,event_began,event_ended,type_of_emission
2773,WEST WADDELL RANCH SAT217,RN104177183,"CRANE, CRANE",EMISSIONS EVENT,FINAL REPORT,"04/18/2013 
		7:00PM","04/19/2013 
                
",emissions-event
2774,WEST WADDELL RANCH SAT244,RN102573391,"CRANE, CRANE",EMISSIONS EVENT,FINAL REPORT,"04/18/2013 
		7:00PM","04/19/2013 
                
",emissions-event
2775,AKER PLANT,RN100222819,"STREETMAN, FREESTONE",AIR SHUTDOWN,FINAL REPORT,"04/26/2013 
		9:00AM","04/28/2013 
                
",air-shutdown
2776,REDLAND WSC,RN101459774,"LUFKIN, ANGELINA",BOIL WATER NOTICE (BWN),FINAL REPORT,04/16/2013,04/18/2013,boil-water-notice-bwn
2777,GOLDSMITH GAS PLANT,RN100222330,"GOLDSMITH, ECTOR",EMISSIONS EVENT,FINAL REPORT,"04/18/2013 
		5:53PM","04/19/2013 
                
",emissions-event
2778,HUTTO BOOSTER STATION,RN102550167,"BIG SPRING, HOWARD",EMISSIONS EVENT,FINAL REPORT,"04/17/2013 
		12:01AM","04/17/2013 
                
",emissions-event
2779,GENERIC INCIDENT ZIP CODE 7737,RN104044912,"SPRING, HARRIS",EMERGENCY RESPONSE,INITIAL REPORT,"04/19/2013 
		8:15AM","04/19/2013 
                
",emergency-response
2780,BAYPORT CONTAINER TERMINAL,RN105121768,"PASADENA, HARRIS",EMERGENCY RESPONSE,INITIAL REPORT,"04/19/2013 
		9:20AM","04/19/2013 
                
",emergency-response
2781,OLD OCEAN GAS PLANT,RN100212000,"SWEENY, BRAZORIA",EMISSIONS EVENT,INITIAL REPORT,"04/18/2013 
		9:00AM","04/18/2013 
                
",emissions-event
2784,CHEVRON PHILLIPS CHEMICAL CEDA,RN103919817,"BAYTOWN, HARRIS",MAINTENANCE,FINAL REPORT,"03/19/2013 
		8:02AM","03/24/2013 
                
",maintenance
2785,GENERIC INCIDENT ZIP CODE 7665,RN104041264,"ITALY, ELLIS",EMERGENCY RESPONSE,INITIAL REPORT,"04/17/2013 
		2:30PM",12/17/2013,emergency-response
2786,M J C WSC,RN101196764,", LAMAR",,INITIAL REPORT,04/19/2013,04/26/2013,none
2787,CITY OF THRALL,RN101388171,"THRALL, WILLIAMSON",BOIL WATER NOTICE (BWN),FINAL REPORT,04/17/2013,04/19/2013,boil-water-notice-bwn
2788,OAK CLIFF BILBLE FELLOWSHIP,RN106672272,", DALLAS",,INITIAL REPORT,"03/26/2013 
		2:45PM","04/01/2013 
                
",none
2789,OWENS CORNING ROOFING AND ASPH,RN100225291,"IRVING, DALLAS",MAINTENANCE,FINAL REPORT,"04/21/2013 
		8:00AM","04/21/2013 
                
",maintenance
2790,GENERIC INCIDENT ZIP CODE 7795,RN104047691,"BLOOMINGTON, VICTORIA",,INITIAL REPORT,04/18/2013,04/19/2013,none
2791,COASTAL CHEMICAL,RN102364973,"PASADENA, HARRIS",EMERGENCY RESPONSE,INITIAL REPORT,"04/19/2013 
		11:00AM","04/19/2013 
                
",emergency-response
2792,CITY OF RALLS PUBLIC WATER SUP,RN101388189,"RALLS, CROSBY",BOIL WATER NOTICE (BWN),FINAL REPORT,04/18/2013,04/20/2013,boil-water-notice-bwn
2793,CRAFT TURNEY WSC MAIN,RN101202356,", CHEROKEE",BOIL WATER NOTICE (BWN),FINAL REPORT,04/19/2013,04/20/2013,boil-water-notice-bwn
2794,PORT ARTHUR REFINERY,RN100209451,"PORT ARTHUR, JEFFERSON",EMISSIONS EVENT,FINAL REPORT,"04/18/2013 
		3:19PM","04/18/2013 
                
",emissions-event
2795,LABORATORY TOPS,RN100728179,"TAYLOR, WILLIAMSON",EMISSIONS EVENT,FINAL REPORT,"04/19/2013 
		10:56AM","04/19/2013 
                
",emissions-event
2796,FULLERTON GAS PLANT,RN100218684,"ANDREWS, ANDREWS",EMISSIONS EVENT,FINAL REPORT,"04/19/2013 
		1:33PM","04/19/2013 
                
",emissions-event
2797,VALERO CORPUS CHRISTI REFINERY,RN100211663,"CORPUS CHRISTI, NUECES",EMISSIONS EVENT,FINAL REPORT,"04/18/2013 
		1:30PM","04/18/2013 
                
",emissions-event
2798,CITY OF CUMBY,RN101245397,", HOPKINS",BOIL WATER NOTICE (BWN),FINAL REPORT,04/16/2013,04/19/2013,boil-water-notice-bwn
2799,BOB DERRINGTON WWP,RN101614261,"ODESSA, MIDLAND",WASTEWATER BYPASS,INITIAL REPORT,"04/19/2013 
		12:30PM","04/19/2013 
                
",wastewater-bypass
2800,KEMP COMPRESSOR STATION,RN105072516,"WEATHERFORD, PARKER",EMISSIONS EVENT,FINAL REPORT,"04/18/2013 
		5:30AM","04/18/2013 
                
",emissions-event
2801,MONTICELLO STEAM ELECTRIC STAT,RN102285921,"MOUNT PLEASANT, TITUS",EXCESS OPACITY,INITIAL REPORT,"04/19/2013 
		9:48AM","04/19/2013 
                
",excess-opacity
2802,NASA JOHNSON SPACE CENTER,RN100665579,"HOUSTON, HARRIS",MAINTENANCE,FINAL REPORT,"04/29/2013 
		8:00AM","04/29/2013 
                
",maintenance
2803,MALLET CO2 RECOVERY PLANT,RN102205119,"SUNDOWN, HOCKLEY",EMISSIONS EVENT,FINAL REPORT,"04/19/2013 
		7:00AM","04/19/2013 
                
",emissions-event
2804,BRADFORD 1,RN106359482,"DENTON, DENTON",EMISSIONS EVENT,FINAL REPORT,"04/19/2013 
		1:30AM","04/19/2013 
                
",emissions-event
2805,SWEENY REFINERY,RN101619179,"OLD OCEAN, BRAZORIA",EMISSIONS EVENT,FINAL REPORT,"04/19/2013 
		8:18AM","04/19/2013 
                
",emissions-event
2806,WAHA GAS PLANT,RN100211408,"FORT STOCKTON, PECOS",EMISSIONS EVENT,INITIAL REPORT,"04/19/2013 
		5:50PM","04/19/2013 
                
",emissions-event
2817,MORSE PROPERTY N FORK OF GUADA,RN106673221,"HUNT, KERR",,INITIAL REPORT,"04/08/2013 
		10:10AM","04/08/2013 
                
",none
2807,ANTON CO2 RE-INJECTION FACILIT,RN102167871,"ANTON, HALE",MAINTENANCE,FINAL REPORT,"04/22/2013 
		7:00AM","04/24/2013 
                
",maintenance
2808,CAG 120 SATELLITE BATTERY,RN106424336,"GOLDSMITH, ECTOR",EMISSIONS EVENT,FINAL REPORT,"04/20/2013 
		9:00AM","04/21/2013 
                
",emissions-event
2809,CAG 446 D SATELLITE BATTERY,RN103914289,"GOLDSMITH, ECTOR",EMISSIONS EVENT,FINAL REPORT,"04/20/2013 
		10:45AM","04/21/2013 
                
",emissions-event
2810,DELEK TYLER REFINERY,RN100222512,"TYLER, SMITH",EXCESS OPACITY,INITIAL REPORT,"04/20/2013 
		4:48AM","04/20/2013 
                
",excess-opacity
2811,BLANCHARD REFINING GALVESTON B,RN102535077,"TEXAS CITY, GALVESTON",EMISSIONS EVENT,FINAL REPORT,"04/20/2013 
		12:59PM","04/20/2013 
                
",emissions-event
2812,GENERIC INCIDENT ZIP CODE 7594,RN104037486,"DOUGLASS, NACOGDOCHES",EMERGENCY RESPONSE,INITIAL REPORT,04/19/2013,04/19/2013,emergency-response
2813,KEYSTONE GAS PLANT,RN100238633,"KERMIT, WINKLER",MAINTENANCE,FINAL REPORT,"04/29/2013 
		1:00AM","05/03/2013 
                
",maintenance
2814,GENERIC INCIDENT ZIP CODE 7617,RN104038948,"FORT WORTH, TARRANT",EMERGENCY RESPONSE,FINAL REPORT,"04/21/2013 
		12:44PM",10/10/2013,emergency-response
2815,WAHA GAS PLANT,RN100211408,"FORT STOCKTON, PECOS",EMISSIONS EVENT,FINAL REPORT,"04/21/2013 
		8:19AM","04/21/2013 
                
",emissions-event
2816,RILEY BOOSTER STATION,RN100217546,"SEMINOLE, GAINES",EMISSIONS EVENT,FINAL REPORT,"04/08/2013 
		5:31PM","04/08/2013 
                
",emissions-event
2818,CAG 511 SATELLITE BATTERY,RN106343114,"GOLDSMITH, ECTOR",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		12:30AM","05/02/2013 
                
",emissions-event
2819,EMERGENCY RESPONSE 4 M N OF US,RN106674930,"BOWIE, MONTAGUE",EMERGENCY RESPONSE,INITIAL REPORT,"04/17/2013 
		11:55AM","04/17/2013 
                
",emergency-response
2820,ACME WALLBOARD PLANT,RN102006095,"QUANAH, HARDEMAN",EMERGENCY RESPONSE,INITIAL REPORT,"03/10/2013 
		6:30AM","03/10/2013 
                
",emergency-response
2821,KK BUSTERS PLUMBING,RN103162673,", CAMERON",EMERGENCY RESPONSE,INITIAL REPORT,"04/16/2013 
		9:03AM","04/16/2013 
                
",emergency-response
2822,SETTEGAST RAILYARD,RN103763454,", HARRIS",EMERGENCY RESPONSE,INITIAL REPORT,"04/22/2013 
		9:59AM",04/23/2013,emergency-response
2823,NATURES WAY RESOURCES CONROE,RN104208210,"CONROE, MONTGOMERY",,INITIAL REPORT,04/19/2013,04/19/2013,none
2824,CAMP WOOD CREEK DOWNSTREAM OF ,RN106066855,", REAL",,INITIAL REPORT,"04/11/2013 
		9:48AM","04/11/2013 
                
",none
2825,WEST WADDELL RANCH BAT316,RN103909859,"CRANE, CRANE",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		11:30AM","04/23/2013 
                
",emissions-event
2826,WEST WADDELL RANCH SAT220,RN104177217,"CRANE, CRANE",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		11:30AM","04/23/2013 
                
",emissions-event
2827,WEST WADDELL RANCH SAT217,RN104177183,"CRANE, CRANE",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		11:30AM","04/23/2013 
                
",emissions-event
2837,MOFFAT WSC,RN101238384,"TEMPLE, BELL",BOIL WATER NOTICE (BWN),FINAL REPORT,04/19/2013,04/23/2013,boil-water-notice-bwn
2828,WEST WADDELL RANCH SAT244,RN102573391,"CRANE, CRANE",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		11:30AM","04/23/2013 
                
",emissions-event
2829,WEST WADDELL RANCH SAT221,RN104177266,"CRANE, CRANE",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		11:30AM","04/23/2013 
                
",emissions-event
2830,CITY OF MIDLAND WWTP,RN101608891,"MIDLAND, MIDLAND",WASTEWATER BYPASS,INITIAL REPORT,"04/21/2013 
		2:00PM","04/21/2013 
                
",wastewater-bypass
2831,CLYDE COWDEN BATTERY 1,RN102195955,"GOLDSMITH, ECTOR",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		1:00AM","04/23/2013 
                
",emissions-event
2832,CLYDE COWDEN BATTERY 5,RN105969943,"GOLDSMITH, ECTOR",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		1:00AM","04/23/2013 
                
",emissions-event
2833,CLYDE COWDEN BATTERY 7,RN106636236,"GOLDSMITH, ECTOR",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		1:00AM","04/29/2013 
                
",emissions-event
2834,GANDU 36 BATTERY,RN102186830,"ODESSA, ECTOR",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		12:00PM","04/23/2013 
                
",emissions-event
2835,GANDU 26 FRANK B BATTERY,RN106597891,"GOLDSMITH, ECTOR",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		12:00PM","04/22/2013 
                
",emissions-event
2836,VICTORIA COUNTY WCID 2,RN101398303,"PLACEDO, VICTORIA",BOIL WATER NOTICE (BWN),FINAL REPORT,04/20/2013,04/23/2013,boil-water-notice-bwn
2880,GENERIC INCIDENT ZIP CODE 7756,RN104046388,"HITCHCOCK, GALVESTON",,INITIAL REPORT,"04/23/2013 
		6:19PM",04/24/2013,none
2838,JASPER ORIENTED STRANDBOARD OS,RN100215169,"JASPER, JASPER",MAINTENANCE,FINAL REPORT,"04/30/2013 
		6:00AM","04/30/2013 
                
",maintenance
2839,TEXAS MUTUAL INSURANCE,RN106846181,", TRAVIS",EMERGENCY RESPONSE,INITIAL REPORT,"04/11/2013 
		7:00AM","04/11/2013 
                
",emergency-response
2840,GOLDSMITH GAS PLANT,RN100222330,"GOLDSMITH, ECTOR",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		7:00AM","04/22/2013 
                
",emissions-event
2841,HANDY RESIDENCE,RN106671449,", DALLAS",,INITIAL REPORT,"03/21/2013 
		10:30AM","03/21/2013 
                
",none
2842,GOLDSMITH LANDRETH DEEP UNIT S,RN102752920,"GOLDSMITH, ECTOR",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		11:30AM","04/23/2013 
                
",emissions-event
2843,ALON USA BIG SPRING REFINERY,RN100250869,"BIG SPRING, HOWARD",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		10:39AM","04/22/2013 
                
",emissions-event
2844,DELEK TYLER REFINERY,RN100222512,"TYLER, SMITH",EMISSIONS EVENT,FINAL REPORT,"04/19/2013 
		6:51AM","04/19/2013 
                
",emissions-event
2845,DELEK TYLER REFINERY,RN100222512,"TYLER, SMITH",EMISSIONS EVENT,FINAL REPORT,"04/19/2013 
		7:05AM","04/19/2013 
                
",emissions-event
2846,CAG 446 D SATELLITE BATTERY,RN103914289,"GOLDSMITH, ECTOR",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		9:45AM","05/01/2013 
                
",emissions-event
2847,CAG 120 SATELLITE BATTERY,RN106424336,"GOLDSMITH, ECTOR",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		9:45AM","05/01/2013 
                
",emissions-event
2848,CITY OF OLTON,RN102685559,"OLTON, LAMB",BOIL WATER NOTICE (BWN),FINAL REPORT,04/22/2013,04/24/2013,boil-water-notice-bwn
2849,FLINT HILLS RESOURCES HOUSTON ,RN102576063,"HOUSTON, HARRIS",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		1:00PM","04/22/2013 
                
",emissions-event
2850,AKZO NOBEL CHEMICALS DEER PARK,RN102177391,"DEER PARK, HARRIS",MAINTENANCE,FINAL REPORT,"04/17/2013 
		8:00AM","04/25/2013 
                
",maintenance
2851,MABEE RANCH C02 PLANT,RN102535796,"MIDLAND, ANDREWS",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		11:00AM","04/22/2013 
                
",emissions-event
2852,RIM ROCK RANCH,RN101459246,", COMAL",BOIL WATER NOTICE (BWN),FINAL REPORT,04/23/2013,04/24/2013,boil-water-notice-bwn
2853,MABEE RANCH C02 PLANT,RN102535796,"MIDLAND, ANDREWS",EMISSIONS EVENT,FINAL REPORT,"04/23/2013 
		6:00AM","04/23/2013 
                
",emissions-event
2854,E WADDELL RANCH SAT 38,RN102871571,"PENWELL, CRANE",EMISSIONS EVENT,FINAL REPORT,"04/23/2013 
		10:00AM","04/29/2013 
                
",emissions-event
2855,PROPERTY OF LANE JONES,RN106258874,"DUBLIN, ERATH",,INITIAL REPORT,"04/29/2013 
		9:30AM","04/29/2013 
                
",none
2856,H O MAHONEY TANK BATTERY,RN102527769,"DENVER CITY, YOAKUM",EMISSIONS EVENT,FINAL REPORT,"04/22/2013 
		11:00PM","04/23/2013 
                
",emissions-event
2857,GENERIC INCIDENT ZIP CODE 7742,RN104045307,"CYPRESS, HARRIS",,INITIAL REPORT,"04/20/2013 
		6:45PM","04/20/2013 
                
",none
2858,LAB CHOCOLATE BAYOU PLANT,RN106492325,"ALVIN, BRAZORIA",EMISSIONS EVENT,FINAL REPORT,"04/20/2013 
		6:00AM","04/21/2013 
                
",emissions-event
2859,UNION HILL WSC,RN101266161,", HENDERSON",BOIL WATER NOTICE (BWN),FINAL REPORT,04/19/2013,04/23/2013,boil-water-notice-bwn
2860,BIG BROWN STEAM ELECTRIC STATI,RN101198059,"FAIRFIELD, FREESTONE",EXCESS OPACITY,INITIAL REPORT,"04/23/2013 
		12:12PM","04/23/2013 
                
",excess-opacity
2861,DUCRP COMPRESSION STATION 2,RN105098719,"DENVER CITY, YOAKUM",MAINTENANCE,FINAL REPORT,"05/04/2013 
		9:30AM","05/17/2013 
                
",maintenance
2862,DUCRP COMPRESSION STATION 2,RN105098719,"DENVER CITY, YOAKUM",MAINTENANCE,FINAL REPORT,"05/04/2013 
		2:00PM","05/13/2013 
                
",maintenance
2863,DUCRP COMPRESSION STATION 1,RN105098701,"DENVER CITY, YOAKUM",MAINTENANCE,FINAL REPORT,"05/04/2013 
		11:00AM","05/15/2013 
                
",maintenance
2864,VALERO CORPUS CHRISTI REFINERY,RN100211663,"CORPUS CHRISTI, NUECES",EMISSIONS EVENT,FINAL REPORT,"04/23/2013 
		8:42AM","04/23/2013 
                
",emissions-event
2865,ANTELOPE GAS TREATING FAC,RN102664091,"DENVER CITY, GAINES",MAINTENANCE,FINAL REPORT,"05/04/2013 
		10:00AM","05/16/2013 
                
",maintenance
2866,EURECAT US,RN100661644,"PASADENA, HARRIS",EXCESS OPACITY,INITIAL REPORT,"04/01/2013 
		7:30AM","04/01/2013 
                
",excess-opacity
2867,CITGO CORPUS CHRISTI REFINERY ,RN102555166,"CORPUS CHRISTI, NUECES",EMISSIONS EVENT,FINAL REPORT,"04/23/2013 
		9:00AM","04/25/2013 
                
",emissions-event
2868,CEMEX CEMENT OF TEXAS,RN102605375,"NEW BRAUNFELS, COMAL",EXCESS OPACITY,FINAL REPORT,"04/23/2013 
		11:18AM","04/23/2013 
                
",excess-opacity
2881,ETOILE WSC,RN101192987,"ETOILE, NACOGDOCHES",BOIL WATER NOTICE (BWN),FINAL REPORT,04/23/2013,04/25/2013,boil-water-notice-bwn
2869,SACROC CARBON DIOXIDE TREATMEN,RN100226455,"SNYDER, SCURRY",AIR SHUTDOWN,FINAL REPORT,"05/06/2013 
		1:00AM","05/08/2013 
                
",air-shutdown
2870,TILDEN GAS PLANT,RN100216621,"TILDEN, MCMULLEN",EMISSIONS EVENT,FINAL REPORT,"04/23/2013 
		10:00AM","04/23/2013 
                
",emissions-event
2871,GENERIC INCIDENT ZIP CODE 7610,RN104038575,"FORT WORTH, TARRANT",EMERGENCY RESPONSE,INITIAL REPORT,"04/22/2013 
		10:45AM","06/10/2013 
                
",emergency-response
2872,FLYING J TRAVEL PLAZA 724,RN100941798,"EL PASO, EL PASO",EMERGENCY RESPONSE,INITIAL REPORT,04/22/2013,04/22/2013,emergency-response
2873,MIDLAND FARMS UNIT NORTH FLARE,RN105236426,"GOLDSMITH, ECTOR",EMISSIONS EVENT,FINAL REPORT,"04/23/2013 
		11:30AM","05/20/2013 
                
",emissions-event
2874,CITY OF GOODRICH,RN101193266,", POLK",BOIL WATER NOTICE (BWN),FINAL REPORT,04/18/2013,04/24/2013,boil-water-notice-bwn
2875,GENERIC INCIDENT ZIP CODE 7500,RN104032156,"ALLEN, COLLIN",,INITIAL REPORT,04/24/2013,04/24/2013,none
2876,CARROLL WSC WELL 3,RN101204774,", SMITH",BOIL WATER NOTICE (BWN),FINAL REPORT,04/17/2013,04/19/2013,boil-water-notice-bwn
2877,AKER PLANT,RN100222819,"STREETMAN, FREESTONE",AIR STARTUP,FINAL REPORT,"05/01/2013 
		12:00PM","05/01/2013 
                
",air-startup
2878,JARRELL SCHWERTNER WSC,RN101215333,"JARRELL, WILLIAMSON",BOIL WATER NOTICE (BWN),FINAL REPORT,04/19/2013,04/23/2013,boil-water-notice-bwn
2879,GENERIC INCIDENT ZIP CODE 7735,RN104925052,", MONTGOMERY",EMERGENCY RESPONSE,INITIAL REPORT,"04/23/2013 
		8:00AM","04/23/2013 
                
",emergency-response
2882,MEMORIAL VILLAGES WATER AUTHOR,RN102687050,", HARRIS",BOIL WATER NOTICE (BWN),FINAL REPORT,04/10/2013,04/12/2013,boil-water-notice-bwn
2883,PINEY SHORES UTILITY,RN101279503,", MONTGOMERY",BOIL WATER NOTICE (BWN),FINAL REPORT,04/20/2013,04/23/2013,boil-water-notice-bwn
2884,CORNELL-MAHONEY GAS PLANT,RN105441810,"DENVER CITY, YOAKUM",EMISSIONS EVENT,INITIAL REPORT,"04/22/2013 
		11:00PM","04/23/2013 
                
",emissions-event
2885,CBAR 3,RN102508165,"PENWELL, CRANE",MAINTENANCE,FINAL REPORT,"04/23/2013 
		1:00PM","04/24/2013 
                
",maintenance
2886,GOLDSMITH GAS PLANT,RN100222330,"GOLDSMITH, ECTOR",EMISSIONS EVENT,FINAL REPORT,"04/23/2013 
		7:00PM","04/24/2013 
                
",emissions-event
2887,SEADRIFT COKE,RN102147055,"PORT LAVACA, CALHOUN",EMISSIONS EVENT,FINAL REPORT,"04/24/2013 
		8:50AM","04/24/2013 
                
",emissions-event
2888,CITY OF WASKOM,RN101284396,", HARRISON",BOIL WATER NOTICE (BWN),FINAL REPORT,04/24/2013,04/25/2013,boil-water-notice-bwn
2889,GENERIC INCIDENT ZIP CODE 7516,RN104033444,"WAXAHACHIE, ELLIS",EMERGENCY RESPONSE,INITIAL REPORT,"04/24/2013 
		5:00PM",05/29/2013,emergency-response
2890,CITY OF MIDLAND WWTP,RN101608891,"MIDLAND, MIDLAND",WASTEWATER BYPASS,INITIAL REPORT,"04/24/2013 
		2:00PM","04/24/2013 
                
",wastewater-bypass
2891,TEXAS TRUCK SALES,RN106677875,", GALVESTON",,INITIAL REPORT,03/12/2013,03/12/2013,none
2892,MARTIN MARIETTA NEW BRAUNFELS ,RN102747003,"NEW BRAUNFELS, COMAL",,INITIAL REPORT,05/01/2013,06/27/2013,none
2893,GW OBRIEN 231 AUXILIARY,RN105016067,"WICKETT, WARD",EMISSIONS EVENT,FINAL REPORT,"04/24/2013 
		1:30PM","04/25/2013 
                
",emissions-event
2914,GENERIC INCIDENT ZIP CODE 7742,RN104045307,"CYPRESS, HARRIS",EMERGENCY RESPONSE,INITIAL REPORT,"04/20/2013 
		6:45PM",04/22/2013,emergency-response
2894,G W OBRIEN TANK BATTERY 271,RN105015960,"WARD, WINKLER",EMISSIONS EVENT,FINAL REPORT,"04/24/2013 
		1:30PM","04/25/2013 
                
",emissions-event
2895,GW OBRIEN SECTION 170 TANK BAT,RN105016000,"KERMIT, WINKLER",EMISSIONS EVENT,FINAL REPORT,"04/24/2013 
		1:30PM","04/25/2013 
                
",emissions-event
2896,EW ESTES 133 AUXILIARY,RN105015275,"WICKETT, WARD",EMISSIONS EVENT,FINAL REPORT,"04/24/2013 
		1:30PM","04/25/2013 
                
",emissions-event
2897,EW ESTES 3 TANK BATTERY,RN105010144,"WICKETT, WARD",EMISSIONS EVENT,FINAL REPORT,"04/24/2013 
		1:30PM","04/25/2013 
                
",emissions-event
2898,THE COVES WSC,RN102671476,", TRAVIS",BOIL WATER NOTICE (BWN),FINAL REPORT,04/19/2013,04/23/2013,boil-water-notice-bwn
2899,PRENTICE BOOSTER FACILITY,RN102197761,"TOKIO, YOAKUM",EMISSIONS EVENT,FINAL REPORT,"04/24/2013 
		12:15PM","04/24/2013 
                
",emissions-event
2900,UNION PACIFIC RAILROAD YARD,RN102462900,"HEARNE, ROBERTSON",EMERGENCY RESPONSE,INITIAL REPORT,"04/23/2013 
		10:20PM","04/23/2013 
                
",emergency-response
2901,WASSON CO2 REMOVAL PLANT,RN100226687,"DENVER CITY, YOAKUM",MAINTENANCE,FINAL REPORT,"04/01/2013 
		8:03AM","04/12/2013 
                
",maintenance
2902,SAND HILLS GAS PLANT,RN102552031,"CRANE, CRANE",EMISSIONS EVENT,FINAL REPORT,"04/24/2013 
		7:00PM","04/25/2013 
                
",emissions-event
2903,NOLTEX,RN101049518,"LA PORTE, HARRIS",EMISSIONS EVENT,FINAL REPORT,"04/24/2013 
		11:00AM","05/02/2013 
                
",emissions-event
2904,WEST WADDELL COMPRESSOR STATIO,RN104960158,"CRANE, CRANE",EMISSIONS EVENT,FINAL REPORT,"04/24/2013 
		5:15PM","04/24/2013 
                
",emissions-event
2905,GARCIAS RIVER CAMP,RN106726888,"GONZALES, GONZALES",,INITIAL REPORT,05/10/2013,05/10/2013,none
2906,MALLET CO2 RECOVERY PLANT,RN102205119,"SUNDOWN, HOCKLEY",MAINTENANCE,FINAL REPORT,"04/29/2013 
		7:00AM","05/03/2013 
                
",maintenance
2907,ORANGE GROVE NAVY AUXILIARY LA,RN101230985,"ALICE, JIM WELLS",BOIL WATER NOTICE (BWN),FINAL REPORT,04/25/2013,04/27/2013,boil-water-notice-bwn
2908,CRAFT TURNEY WSC MAIN,RN101202356,", CHEROKEE",BOIL WATER NOTICE (BWN),FINAL REPORT,04/25/2013,04/26/2013,boil-water-notice-bwn
2909,COMPRESSOR STATION 300,RN102931904,"OZONA, CROCKETT",EMISSIONS EVENT,FINAL REPORT,"04/24/2013 
		4:00PM","04/24/2013 
                
",emissions-event
2910,YATES GAS PLANT,RN102540093,"IRAAN, PECOS",EMISSIONS EVENT,FINAL REPORT,"04/25/2013 
		7:30AM","04/25/2013 
                
",emissions-event
2911,ARKEMA BEAUMONT PLANT,RN100216373,"BEAUMONT, JEFFERSON",EMISSIONS EVENT,FINAL REPORT,"04/25/2013 
		8:30AM","04/25/2013 
                
",emissions-event
2912,GENERIC INCIDENT ZIP CODE 7576,RN104036744,"JACKSONVILLE, CHEROKEE",,INITIAL REPORT,03/18/2013,"04/25/2013 
                
",none
2913,DCP MIDSTREAM OCHILTREE COUNTY,RN104204045,", OCHILTREE",MAINTENANCE,FINAL REPORT,"04/29/2013 
		10:30AM","04/29/2013 
                
",maintenance
2915,TEXARKANA MILL,RN100543115,"DOMINO, CASS",EXCESS OPACITY,INITIAL REPORT,"04/25/2013 
		12:33PM","04/25/2013 
                
",excess-opacity
2916,ASH GROVE CEMENT,RN100225978,"MIDLOTHIAN, ELLIS",MAINTENANCE,FINAL REPORT,"04/29/2013 
		7:00AM","04/29/2013 
                
",maintenance
2917,TOLK STATION POWER PLANT,RN100224534,"EARTH, LAMB",EXCESS OPACITY,FINAL REPORT,"04/26/2013 
		10:30AM","04/26/2013 
                
",excess-opacity
2918,ASCEND PERFORMANCE MATERIALS C,RN100238682,"ALVIN, BRAZORIA",EMISSIONS EVENT,FINAL REPORT,"04/26/2013 
		10:13AM","04/26/2013 
                
",emissions-event
2919,RUSSELL COMPRESSOR STATION,RN102554243,"DENVER CITY, GAINES",EMISSIONS EVENT,FINAL REPORT,"04/26/2013 
		9:30AM","04/26/2013 
                
",emissions-event
2920,EXXONMOBIL OIL BEAUMONT CHEMIC,RN100542844,"BEAUMONT, JEFFERSON",EMISSIONS EVENT,FINAL REPORT,"04/25/2013 
		4:36PM","04/26/2013 
                
",emissions-event
